output,X1,X2,X3,X4,X5,beta,offset
119.621,500,17.4,0.0254,55.5,0.0165706,-1e-07,
130.205,800,0.0,0.2286,39.6,0.00253511,1e-07,
126.675,500,0.0,0.2286,31.7,0.0027238,-9.98613498775e-08,127.0036954704672
114.079,4000,7.3,0.2286,39.6,0.0123481,-1e-07,
125.867,2500,0.0,0.1524,31.7,0.00209405,9.9202233712e-08,127.94302863013745
136.837,5000,0.0,0.0254,71.3,0.000400682,9.99998588729e-08,135.21504079055788
128.952,630,3.3,0.1016,31.7,0.00251435,1e-07,
136.166,3150,9.5,0.0254,71.3,0.00420654,1e-07,
123.705,400,15.4,0.0508,31.7,0.0289853,-9.85710228856e-08,125.09693617505953
127.094,400,12.6,0.1524,71.3,0.0483159,1.74550212861e-08,126.74870565343275
126.842,630,2.0,0.2286,55.5,0.00313525,-1e-07,
128.423,800,15.4,0.0508,39.6,0.0282593,1e-07,
127.638,1000,0.0,0.0508,39.6,0.000791822,-1e-07,
119.146,200,9.5,0.0254,31.7,0.00461377,-1e-07,
129.367,500,5.4,0.1524,55.5,0.00433288,9.99999977588e-08,129.146422538355
131.78,3150,0.0,0.1016,55.5,0.00131983,9.99996609199e-08,132.67196571707726
128.99,315,11.2,0.0508,39.6,0.0150478,1e-07,
118.267,5000,2.0,0.2286,31.7,0.00372371,3.69445726446e-08,127.06279430818559
126.514,630,9.5,0.0254,39.6,0.00449821,-9.99999479843e-08,127.36831027691811
129.377,3150,0.0,0.1524,71.3,0.0015988,-9.81600135168e-08,130.85751437735559
127.22,500,15.4,0.0508,55.5,0.0271925,1.13162833686e-09,128.2210506361723
128.857,4000,0.0,0.1524,71.3,0.0015988,7.94195725988e-08,131.26569295597076
129.117,800,0.0,0.1524,31.7,0.00209405,-9.32511140834e-08,129.49263805282118
133.207,12500,0.0,0.0254,71.3,0.000400682,2.63455311123e-08,126.36109326553344
119.137,3150,5.4,0.1524,39.6,0.00485029,-1e-07,
122.218,2000,12.3,0.1016,71.3,0.0337792,-1e-07,
116.417,6300,2.0,0.2286,39.6,0.00346574,-9.94317206578e-08,127.18202180099487
117.649,5000,4.0,0.2286,39.6,0.00473801,9.99198800537e-08,128.57646925354004
132.828,5000,4.2,0.0508,71.3,0.00142788,1e-07,
133.063,1250,0.0,0.1016,31.7,0.00150092,1e-07,
121.851,315,1.5,0.3048,39.6,0.00392107,-1e-07,
112.506,200,17.4,0.0254,71.3,0.016104,-1e-07,
125.157,500,2.0,0.2286,39.6,0.00346574,-1e-07,
127.404,630,2.7,0.1524,71.3,0.00243851,-1e-07,
136.583,315,8.9,0.1016,71.3,0.0103088,1e-07,
127.251,630,3.3,0.1016,39.6,0.00245138,-9.85097207769e-08,127.44297008851916
133.79,800,11.2,0.0508,39.6,0.0150478,1e-07,
118.045,3150,15.4,0.0508,31.7,0.0289853,1.14135050909e-08,128.3836015892029
134.43,4000,0.0,0.0508,71.3,0.000740478,9.99999981366e-08,133.65122687101365
130.34,6300,0.0,0.0508,31.7,0.000812164,9.99999681655e-08,129.5936438703537
127.358,1250,7.3,0.2286,71.3,0.0104404,-9.95753787942e-08,129.43358937743307
135.459,315,9.9,0.1524,71.3,0.0193001,1e-07,
128.402,3150,8.4,0.0508,55.5,0.00544854,1e-07,
122.956,1000,4.8,0.0254,39.6,0.000907475,-1e-07,
131.31,2500,0.0,0.0508,71.3,0.000740478,9.82203227629e-11,130.01349948108196
114.9,8000,5.3,0.2286,71.3,0.0051942,9.99455597714e-08,133.7136420249939
139.428,400,12.3,0.1016,71.3,0.0337792,1e-07,
124.233,2000,8.9,0.1016,71.3,0.0103088,-1e-07,127.64414756464957
121.66,400,0.0,0.2286,55.5,0.00229336,-1e-07,
130.033,1000,0.0,0.1524,39.6,0.00193287,-1.58447108066e-08,130.38470152410864
130.311,500,11.2,0.0508,71.3,0.014072,9.99999325283e-08,129.70706134034694
108.034,5000,12.6,0.1524,71.3,0.0483159,-1e-07,
124.439,1600,3.0,0.3048,55.5,0.00452492,-9.99989034492e-08,127.86866785281896
127.206,800,9.5,0.0254,71.3,0.00420654,-1e-07,
130.934,630,7.3,0.2286,55.5,0.0111706,1e-07,
119.945,2500,15.4,0.0508,31.7,0.0289853,-6.92162613169e-08,128.27346343517303
138.123,400,8.9,0.1016,71.3,0.0103088,1e-07,
116.468,3150,15.6,0.1016,71.3,0.0437259,-1e-07,
131.453,12500,0.0,0.0254,55.5,0.00041229,-7.53050677899e-09,123.82873909759522
117.119,1600,9.9,0.1524,31.7,0.0252785,-1e-07,
132.354,3150,4.8,0.0254,55.5,0.000873218,1e-07,
134.058,400,15.6,0.1016,71.3,0.0437259,1e-07,
128.381,315,11.2,0.0508,71.3,0.014072,9.99607975773e-08,127.22154775745608
116.02,315,12.6,0.1524,39.6,0.0584113,-1e-07,
115.311,5000,5.3,0.2286,39.6,0.00614329,-3.43297342409e-08,127.58123261785508
128.398,2000,4.8,0.0254,71.3,0.000848633,-1e-07,
128.713,315,7.2,0.1524,71.3,0.00752039,9.99965886831e-08,127.25184525201283
129.494,800,3.0,0.3048,71.3,0.00425727,-2.77826159996e-08,129.46815270656347
110.224,10000,3.0,0.3048,71.3,0.00425727,1e-07,
130.197,1600,4.2,0.0508,39.6,0.00152689,1e-07,
131.918,6300,0.0,0.0508,39.6,0.000791822,9.99999892817e-08,131.33407677936555
117.432,8000,3.3,0.1016,31.7,0.00251435,-9.9999999207e-08,124.097043592453
120.088,2000,3.0,0.3048,31.7,0.00529514,-1e-07,
107.284,6300,12.6,0.1524,71.3,0.0483159,-1e-07,
125.627,16000,0.0,0.0254,31.7,0.000439472,2.45922594e-10,109.5468169708252
135.433,1000,8.9,0.1016,71.3,0.0103088,1e-07,
130.845,1250,15.4,0.0508,71.3,0.0264269,1e-07,
127.801,4000,0.0,0.1016,39.6,0.00146332,9.96407854827e-08,129.40021771287917
123.416,400,22.2,0.0254,39.6,0.0229028,-1e-07,
119.159,4000,4.0,0.2286,39.6,0.00473801,9.77331645783e-08,128.0582275595665
124.986,16000,0.0,0.0254,39.6,0.000428464,-1.19703500663e-09,109.81754201507569
119.115,250,19.7,0.0508,71.3,0.0341183,-1e-07,
122.371,5000,3.3,0.1016,39.6,0.00245138,-9.99999912711e-08,127.59343374586106
138.607,5000,0.0,0.0254,31.7,0.000439472,1e-07,
130.777,1250,5.4,0.1524,55.5,0.00433288,1e-07,
118.712,6300,2.0,0.2286,55.5,0.00313525,-7.88421671481e-08,129.61377011489867
126.565,800,9.9,0.1524,55.5,0.0208438,-9.99998134775e-08,128.07387848064303
110.124,6300,12.3,0.1016,55.5,0.0368233,-9.0656948327e-08,128.4320279827118
129.867,8000,0.0,0.0254,71.3,0.000400682,-9.99999961781e-08,127.18925704193117
120.555,1250,9.9,0.1524,39.6,0.0233328,-9.9999999915e-08,124.08285563096405
115.461,400,17.4,0.0254,55.5,0.0165706,-1e-07,
114.085,2000,12.3,0.1016,39.6,0.0408268,-1e-07,
122.175,5000,0.0,0.2286,39.6,0.00253511,1e-07,
133.707,2500,0.0,0.0254,71.3,0.000400682,9.98990773785e-08,131.91191816103458
116.146,200,17.4,0.0254,31.7,0.0176631,-1e-07,
126.43,250,11.2,0.0508,39.6,0.0150478,9.99301529959e-08,126.68802349438891
127.899,1000,0.0,0.3048,39.6,0.00310138,-9.99986194519e-08,129.44632678830624
112.355,5000,15.4,0.0508,31.7,0.0289853,-9.11561819671e-09,128.06059120178224
118.998,2500,15.6,0.1016,71.3,0.0437259,-1e-07,
119.606,5000,0.0,0.3048,55.5,0.00283081,-6.99059341146e-08,129.3203433690071
123.565,400,0.0,0.2286,39.6,0.00253511,-1e-07,
115.846,315,17.4,0.0254,71.3,0.016104,-1e-07,
130.935,4000,0.0,0.1016,71.3,0.00121072,1e-07,
129.468,1600,4.0,0.2286,71.3,0.00400603,1e-07,
130.173,500,4.0,0.3048,39.6,0.00579636,1e-07,
135.346,4000,0.0,0.0254,39.6,0.000428464,1e-07,
122.088,1600,3.0,0.3048,31.7,0.00529514,-9.99999546563e-08,126.27354733693599
131.471,630,5.4,0.1524,31.7,0.00525474,1e-07,
133.756,1600,9.5,0.0254,71.3,0.00420654,1e-07,
118.859,4000,4.0,0.2286,31.7,0.00509068,-8.14847888863e-08,127.74554375076293
133.012,1000,3.3,0.1016,31.7,0.00251435,1e-07,
127.591,1600,0.0,0.3048,71.3,0.00266337,-1e-07,
119.253,10000,0.0,0.1524,55.5,0.00172668,-1.19990205756e-09,124.67542312431334
120.034,5000,4.0,0.2286,55.5,0.0042862,3.1510090988e-08,130.92555048131942
119.806,500,17.4,0.0254,71.3,0.016104,-1e-07,
127.417,630,2.0,0.2286,39.6,0.00346574,-4.21296875531e-08,128.02434862554819
111.076,12500,0.0,0.3048,55.5,0.00283081,9.99999974621e-08,130.8381035575867
118.134,5000,3.0,0.3048,71.3,0.00425727,-9.02006590344e-08,130.63431316280366
136.798,500,7.3,0.2286,71.3,0.0104404,1e-07,
109.951,200,17.4,0.0254,55.5,0.0165706,-1e-07,
130.725,800,0.0,0.2286,31.7,0.0027238,1e-07,
128.139,2000,2.7,0.1524,39.6,0.00294804,1e-07,
120.228,2000,7.2,0.1524,39.6,0.00909175,-9.99999632332e-08,124.82512941944599
128.175,315,4.0,0.3048,71.3,0.00497773,-4.70610993695e-08,126.6610488025006
128.444,800,7.3,0.2286,55.5,0.0111706,9.6929037327e-08,129.85391324558853
134.568,2000,6.7,0.1016,71.3,0.00478288,1e-07,
131.796,1000,17.4,0.0254,31.7,0.0176631,1e-07,
126.097,2500,22.2,0.0254,71.3,0.0214178,1e-07,
121.165,1250,12.3,0.1016,39.6,0.0408268,-1e-07,
121.235,315,19.7,0.0508,71.3,0.0341183,-1e-07,
124.647,2000,5.4,0.1524,39.6,0.00485029,-7.58561772258e-08,128.44621112954616
124.717,315,12.3,0.1016,31.7,0.0418756,5.28693944003e-08,125.61925714817644
116.134,6300,3.0,0.3048,71.3,0.00425727,-3.23105404776e-08,131.96392851734163
123.207,400,12.3,0.1016,31.7,0.0418756,-9.99999457869e-08,124.38774126541615
120.247,10000,0.0,0.1524,71.3,0.0015988,-1e-07,
130.955,500,6.7,0.1016,39.6,0.00578076,1e-07,
134.11,4000,0.0,0.0508,31.7,0.000812164,1e-07,
113.055,3150,12.3,0.1016,39.6,0.0408268,-1e-07,
116.56,800,12.6,0.1524,39.6,0.0584113,-1e-07,
119.35,3150,8.9,0.1016,39.6,0.0124596,-8.64732593341e-08,126.5554120004177
123.453,5000,0.0,0.1524,39.6,0.00193287,-9.99999884384e-08,127.28670506763457
119.229,4000,0.0,0.3048,39.6,0.00310138,-8.30291979221e-08,127.20175221347809
121.657,8000,22.2,0.0254,71.3,0.0214178,5.04189390065e-08,155.87781136703492
128.241,1000,5.4,0.1524,31.7,0.00525474,-7.73931226771e-08,130.08087211808564
130.195,1000,8.4,0.0508,39.6,0.00566229,9.99999975935e-08,131.75411925807595
119.513,500,0.0,0.1524,39.6,0.00193287,-1e-07,
131.362,800,3.3,0.1016,31.7,0.00251435,1e-07,
129.965,2000,8.4,0.0508,39.6,0.00566229,1e-07,
113.665,8000,4.0,0.3048,71.3,0.00497773,9.99999001069e-08,135.11064414024355
129.5,4000,0.0,0.1016,55.5,0.00131983,9.95891581802e-08,130.85043132305145
127.101,250,11.2,0.0508,71.3,0.014072,-7.12450601889e-09,125.7451229309421
129.777,5000,4.2,0.0508,39.6,0.00152689,9.99999604579e-08,133.92615502071382
127.224,250,19.7,0.0508,39.6,0.036484,9.99999992287e-08,128.3505307588037
130.96,800,0.0,0.0508,71.3,0.000740478,-9.99998016488e-08,128.66015971362592
131.43,1250,0.0,0.1016,55.5,0.00131983,1e-07,
125.499,1250,0.0,0.3048,39.6,0.00310138,-9.99990828701e-08,127.6344259699583
116.184,2500,19.7,0.0508,39.6,0.036484,-9.99999558869e-08,126.86940158867836
131.467,1250,0.0,0.1524,31.7,0.00209405,1e-07,
113.315,2500,12.3,0.1016,39.6,0.0408268,-1e-07,
118.595,250,0.0,0.3048,31.7,0.00331266,-1e-07,
110.317,2500,12.3,0.1016,31.7,0.0418756,-1e-07,
111.818,3150,7.2,0.1524,39.6,0.00909175,-1e-07,
123.304,630,12.6,0.1524,71.3,0.0483159,-1e-07,
114.569,5000,9.9,0.1524,71.3,0.0193001,-9.99999939381e-08,128.49893450164797
124.843,1600,15.4,0.0508,39.6,0.0282593,9.94493476252e-08,130.19294769841432
116.694,10000,3.3,0.1016,71.3,0.00202822,-9.99999974412e-08,125.25370239639282
138.758,200,7.3,0.2286,71.3,0.0104404,1e-07,
129.953,1250,0.0,0.1524,55.5,0.00172668,2.04915401438e-08,129.91829394760728
123.445,2500,0.0,0.2286,31.7,0.0027238,-9.7843596159e-08,127.01495871663093
134.226,2500,8.4,0.0508,71.3,0.00529514,1e-07,
129.148,1250,0.0,0.0508,39.6,0.000791822,-9.99955944686e-08,128.7922781947553
108.689,6300,9.9,0.1524,31.7,0.0252785,-9.93970820599e-08,125.782847990036
129.653,2000,6.7,0.1016,55.5,0.0052139,1e-07,
131.205,1250,8.4,0.0508,39.6,0.00566229,1e-07,
132.149,315,7.3,0.2286,39.6,0.0123481,1e-07,
131.221,400,5.3,0.2286,39.6,0.00614329,1e-07,
129.88,500,5.3,0.2286,71.3,0.0051942,1e-07,
123.443,2000,15.4,0.0508,39.6,0.0282593,5.08573527755e-08,130.12324460971354
125.966,1600,4.8,0.0254,39.6,0.000907475,-1e-07,
128.427,1250,4.2,0.0508,39.6,0.00152689,-7.96283730114e-08,129.26963695776465
121.009,500,2.7,0.1524,39.6,0.00294804,-1e-07,
127.688,12500,4.8,0.0254,71.3,0.000848633,7.46095564201e-08,132.9860613708496
123.595,200,15.4,0.0508,71.3,0.0264269,-1e-07,
119.135,3150,0.0,0.3048,31.7,0.00331266,-1e-07,
116.559,2500,7.3,0.2286,39.6,0.0123481,-1e-07,
116.366,500,4.8,0.0254,39.6,0.000907475,-1e-07,
127.122,800,1.5,0.3048,71.3,0.00336729,-1e-07,
130.781,1000,0.0,0.1016,39.6,0.00146332,1e-07,
124.45,8000,0.0,0.1016,55.5,0.00131983,-1e-07,
121.306,2500,22.2,0.0254,39.6,0.0229028,9.93553049903e-08,132.81984286582468
133.201,1000,5.4,0.1524,71.3,0.00401199,1e-07,
118.091,8000,3.3,0.1016,39.6,0.00245138,-1e-07,
119.737,6300,0.0,0.1524,31.7,0.00209405,-1e-07,
135.368,630,12.3,0.1016,71.3,0.0337792,1e-07,
129.567,2000,12.7,0.0254,39.6,0.0130253,1e-07,
109.52,2000,12.6,0.1524,39.6,0.0584113,-1e-07,
120.573,500,0.0,0.1524,55.5,0.00172668,-1e-07,
124.214,1250,12.3,0.1016,55.5,0.0368233,-1e-07,
130.148,2000,4.8,0.0254,31.7,0.000930789,1e-07,
123.839,6300,3.3,0.1016,55.5,0.002211,-6.93854892631e-08,130.1500179901123
135.484,5000,4.8,0.0254,55.5,0.000873218,1e-07,
125.63,2500,15.4,0.0508,55.5,0.0271925,1e-07,
134.515,1000,6.7,0.1016,39.6,0.00578076,1e-07,
128.365,630,19.7,0.0508,71.3,0.0341183,-5.57539965459e-08,129.91431451380254
130.026,2000,0.0,0.0254,39.6,0.000428464,1e-07,
133.611,630,11.2,0.0508,71.3,0.014072,1e-07,
127.233,4000,0.0,0.1524,55.5,0.00172668,9.99999791104e-08,130.17692049312592
124.525,1000,15.4,0.0508,31.7,0.0289853,-9.99964512207e-08,127.96772090494633
129.645,630,15.4,0.0508,71.3,0.0264269,1e-07,
129.937,500,5.4,0.1524,39.6,0.00485029,9.99973417159e-08,130.42862612762303
114.779,8000,0.0,0.3048,39.6,0.00310138,2.43925595805e-08,129.17481608772277
135.164,6300,4.8,0.0254,55.5,0.000873218,1e-07,
129.969,1000,4.0,0.2286,39.6,0.00473801,1e-07,
113.334,3150,12.6,0.1524,71.3,0.0483159,-1e-07,
117.309,5000,3.0,0.3048,55.5,0.00452492,-5.31418702217e-08,130.14653025531769
128.677,1250,2.0,0.2286,31.7,0.00372371,1e-07,
114.75,200,12.6,0.1524,39.6,0.0584113,-1e-07,
126.534,4000,2.7,0.1524,71.3,0.00243851,9.98538271457e-08,131.25582410955428
124.42,2000,11.2,0.0508,39.6,0.0150478,5.70333487325e-08,129.20046138584615
130.748,800,7.3,0.2286,71.3,0.0104404,1e-07,
124.222,6300,9.5,0.0254,55.5,0.0043284,1e-07,
128.412,5000,9.5,0.0254,55.5,0.0043284,1e-07,
118.214,1250,15.6,0.1016,39.6,0.0528487,-1e-07,
133.223,4000,0.0,0.0254,55.5,0.00041229,1e-07,
120.354,2000,7.3,0.2286,55.5,0.0111706,-9.9999987768e-08,125.74408137583733
130.335,1250,0.0,0.1016,71.3,0.00121072,-8.39120819087e-08,128.8423075927794
122.292,400,2.0,0.2286,55.5,0.00313525,-1e-07,
124.931,2500,17.4,0.0254,55.5,0.0165706,8.29266387454e-08,133.56834993338583
123.564,3150,17.4,0.0254,39.6,0.0172206,1e-07,
113.08,5000,8.9,0.1016,39.6,0.0124596,-1e-07,
131.864,800,4.0,0.2286,55.5,0.0042862,9.99999791007e-08,132.55732512654365
134.478,800,6.7,0.1016,71.3,0.00478288,1e-07,
115.996,8000,2.0,0.2286,71.3,0.00293031,-5.81639399562e-08,129.35834450340272
130.239,315,7.3,0.2286,31.7,0.0132672,1e-07,
127.356,630,2.0,0.2286,71.3,0.00293031,-1e-07,
126.898,500,12.7,0.0254,71.3,0.0121808,-9.99999684593e-08,126.4580673854351
124.852,4000,3.3,0.1016,31.7,0.00251435,1e-07,
118.134,10000,0.0,0.2286,71.3,0.00214345,7.95255776151e-08,129.92110365295412
132.095,2000,0.0,0.1016,71.3,0.00121072,1e-07,
121.154,400,9.5,0.0254,39.6,0.00449821,-1e-07,
123.543,250,4.0,0.3048,39.6,0.00579636,-1e-07,
125.586,4000,17.4,0.0254,71.3,0.016104,1e-07,
122.086,3150,8.4,0.0508,31.7,0.00580776,-2.13020402157e-08,127.69508418893814
126.807,400,5.4,0.1524,55.5,0.00433288,-5.84103963034e-08,126.33818784306571
110.839,6300,7.3,0.2286,39.6,0.0123481,1.34948079873e-08,128.4722688331604
121.933,20000,0.0,0.0254,55.5,0.00041229,-2.61663286928e-10,99.31109085845947
120.233,2500,4.0,0.3048,39.6,0.00579636,-3.72829344079e-08,127.29822476673125
117.957,8000,0.0,0.1524,31.7,0.00209405,-9.99999879943e-08,122.50182483863831
126.471,1600,17.4,0.0254,55.5,0.0165706,9.99999938741e-08,131.84926807796955
124.356,2000,17.4,0.0254,31.7,0.0176631,1e-07,
120.419,3150,4.0,0.2286,39.6,0.00473801,-1.17446774971e-08,127.47380316281318
129.285,2000,15.4,0.0508,71.3,0.0264269,1e-07,
130.722,1000,8.4,0.0508,55.5,0.00544854,1e-07,
126.826,2000,17.4,0.0254,71.3,0.016104,9.98995207634e-08,133.0798513094187
119.209,6300,2.7,0.1524,39.6,0.00294804,-9.98709908937e-08,127.10594917201996
123.835,1000,9.9,0.1524,39.6,0.0233328,-1e-07,
124.244,630,12.3,0.1016,55.5,0.0368233,-1e-07,
125.465,8000,0.0,0.1016,71.3,0.00121072,-9.99999947551e-08,127.56951459884644
122.905,500,8.4,0.0508,39.6,0.00566229,-1e-07,
130.123,400,7.2,0.1524,71.3,0.00752039,1e-07,
135.324,800,17.4,0.0254,39.6,0.0172206,1e-07,
129.569,630,3.0,0.3048,55.5,0.00452492,9.99999706421e-08,129.99005530574917
